0.000000e+00 3.000000e-01 2.000000e-01 1.000000e+00 2.000000e+00
1.000000e-03 3.002903e-01 2.008518e-01 1.004259e-01 7.041278e-01
2.000000e-03 3.005202e-01 2.015573e-01 2.862511e-01 7.188058e-01
3.000000e-03 3.007553e-01 2.022775e-01 2.814078e-01 7.211675e-01
4.000000e-03 3.009904e-01 2.030001e-01 2.814882e-01 7.240016e-01
5.000000e-03 3.012259e-01 2.037255e-01 2.813883e-01 7.268314e-01
6.000000e-03 3.014616e-01 2.044538e-01 2.812947e-01 7.296744e-01
7.000000e-03 3.016976e-01 2.051849e-01 2.812006e-01 7.325300e-01
8.000000e-03 3.019339e-01 2.059189e-01 2.811064e-01 7.353983e-01
9.000000e-03 3.021705e-01 2.066557e-01 2.810119e-01 7.382794e-01
1.000000e-02 3.024074e-01 2.073954e-01 2.809173e-01 7.411733e-01
1.100000e-02 3.026445e-01 2.081381e-01 2.808224e-01 7.440801e-01
1.200000e-02 3.028820e-01 2.088836e-01 2.807273e-01 7.469999e-01
1.300000e-02 3.031197e-01 2.096321e-01 2.806320e-01 7.499327e-01
1.400000e-02 3.033577e-01 2.103835e-01 2.805365e-01 7.528786e-01
1.500000e-02 3.035959e-01 2.111379e-01 2.804408e-01 7.558377e-01
1.600000e-02 3.038345e-01 2.118952e-01 2.803448e-01 7.588100e-01
1.700000e-02 3.040734e-01 2.126555e-01 2.802487e-01 7.617956e-01
1.800000e-02 3.043125e-01 2.134188e-01 2.801523e-01 7.647946e-01
1.900000e-02 3.045519e-01 2.141851e-01 2.800557e-01 7.678071e-01
2.000000e-02 3.047917e-01 2.149544e-01 2.799589e-01 7.708331e-01
2.100000e-02 3.050317e-01 2.157268e-01 2.798619e-01 7.738726e-01
2.200000e-02 3.052720e-01 2.165022e-01 2.797646e-01 7.769259e-01
2.300000e-02 3.055126e-01 2.172806e-01 2.796671e-01 7.799929e-01
2.400000e-02 3.057534e-01 2.180622e-01 2.795694e-01 7.830737e-01
2.500000e-02 3.059946e-01 2.188468e-01 2.794715e-01 7.861684e-01
2.600000e-02 3.062361e-01 2.196345e-01 2.793734e-01 7.892770e-01
2.700000e-02 3.064778e-01 2.204254e-01 2.792750e-01 7.923997e-01
2.800000e-02 3.067199e-01 2.212193e-01 2.791764e-01 7.955365e-01
2.900000e-02 3.069622e-01 2.220165e-01 2.790776e-01 7.986875e-01
3.000000e-02 3.072049e-01 2.228167e-01 2.789786e-01 8.018528e-01
3.100000e-02 3.074478e-01 2.236202e-01 2.788793e-01 8.050324e-01
3.200000e-02 3.076911e-01 2.244268e-01 2.787798e-01 8.082264e-01
3.300000e-02 3.079346e-01 2.252366e-01 2.786801e-01 8.114350e-01
3.400000e-02 3.081784e-01 2.260497e-01 2.785802e-01 8.146581e-01
3.500000e-02 3.084226e-01 2.268660e-01 2.784800e-01 8.178958e-01
3.600000e-02 3.086670e-01 2.276855e-01 2.783796e-01 8.211483e-01
3.700000e-02 3.089118e-01 2.285083e-01 2.782790e-01 8.244156e-01
3.800000e-02 3.091568e-01 2.293344e-01 2.781781e-01 8.276978e-01
3.900000e-02 3.094021e-01 2.301637e-01 2.780770e-01 8.309949e-01
4.000000e-02 3.096478e-01 2.309964e-01 2.779756e-01 8.343072e-01
4.100000e-02 3.098937e-01 2.318323e-01 2.778741e-01 8.376345e-01
4.200000e-02 3.101400e-01 2.326716e-01 2.777723e-01 8.409771e-01
4.300000e-02 3.103865e-01 2.335143e-01 2.776702e-01 8.443350e-01
4.400000e-02 3.106334e-01 2.343603e-01 2.775679e-01 8.477082e-01
4.500000e-02 3.108806e-01 2.352097e-01 2.774654e-01 8.510970e-01
4.600000e-02 3.111280e-01 2.360625e-01 2.773627e-01 8.545013e-01
4.700000e-02 3.113758e-01 2.369188e-01 2.772597e-01 8.579212e-01
4.800000e-02 3.116239e-01 2.377784e-01 2.771564e-01 8.613569e-01
4.900000e-02 3.118723e-01 2.386415e-01 2.770530e-01 8.648084e-01
5.000000e-02 3.121211e-01 2.395080e-01 2.769493e-01 8.682757e-01
5.100000e-02 3.123701e-01 2.403781e-01 2.768453e-01 8.717591e-01
5.200000e-02 3.126194e-01 2.412516e-01 2.767411e-01 8.752586e-01
5.300000e-02 3.128691e-01 2.421286e-01 2.766366e-01 8.787742e-01
5.400000e-02 3.131190e-01 2.430091e-01 2.765319e-01 8.823060e-01
5.500000e-02 3.133693e-01 2.438932e-01 2.764270e-01 8.858542e-01
5.600000e-02 3.136199e-01 2.447809e-01 2.763218e-01 8.894189e-01
5.700000e-02 3.138708e-01 2.456721e-01 2.762164e-01 8.930001e-01
5.800000e-02 3.141221e-01 2.465669e-01 2.761107e-01 8.965979e-01
5.900000e-02 3.143736e-01 2.474653e-01 2.760048e-01 9.002124e-01
6.000000e-02 3.146255e-01 2.483673e-01 2.758986e-01 9.038437e-01
6.100000e-02 3.148777e-01 2.492730e-01 2.757921e-01 9.074919e-01
6.200000e-02 3.151302e-01 2.501823e-01 2.756855e-01 9.111571e-01
